actions,blocked_time_s,charge_trips,condition_percent,decision_ms,delivered_by_section,delivered_units,distance_m,end_battery_percent,energy_wh,lost_by_section,lost_units,min_battery_percent,policy,produced_units,scenario,score,seed,shift_s,split,violation_count,violations,wh_per_unit
66,"{'A': 0.0, 'B': 0.0, 'C': 0.0}",0,44.9,1.499,"{'A': 19, 'B': 32, 'C': 4}",55,643.4,53.7,10.194,"{'A': 0.0, 'B': 0.0, 'C': 0.0}",0.0,53.7,ns_estimate_only,53,worn_robot,49.9,5005,3600.7,seen,0,,0.1853
62,"{'A': 0.0, 'B': 0.0, 'C': 0.0}",1,44.9,1.581,"{'A': 20, 'B': 29, 'C': 5}",54,615.4,60.4,9.772,"{'A': 0.0, 'B': 0.0, 'C': 0.0}",0.0,60.4,ns_estimate_only,53,worn_robot,49.11,5006,3600.0,seen,0,,0.181
65,"{'A': 0.0, 'B': 0.0, 'C': 0.0}",0,44.9,1.555,"{'A': 21, 'B': 29, 'C': 4}",54,651.6,53.2,10.296,"{'A': 0.0, 'B': 0.0, 'C': 0.0}",0.0,53.2,ns_estimate_only,52,worn_robot,48.85,5007,3600.8,seen,0,,0.1907
65,"{'A': 0.0, 'B': 0.0, 'C': 0.0}",0,44.9,1.534,"{'A': 19, 'B': 32, 'C': 4}",55,649.4,53.4,10.257,"{'A': 0.0, 'B': 0.0, 'C': 0.0}",0.0,53.4,ns_estimate_only,54,worn_robot,49.87,5008,3600.2,seen,0,,0.1865
65,"{'A': 0.0, 'B': 0.0, 'C': 0.0}",0,44.9,1.4,"{'A': 21, 'B': 29, 'C': 4}",54,651.6,53.2,10.295,"{'A': 0.0, 'B': 0.0, 'C': 0.0}",0.0,53.2,ns_estimate_only,53,worn_robot,48.85,5009,3600.8,seen,0,,0.1907
59,"{'A': 0.0, 'B': 0.0, 'C': 0.0}",1,44.91,1.31,"{'A': 14, 'B': 28, 'C': 4}",46,586.2,66.5,9.251,"{'A': 0.0, 'B': 0.0, 'C': 0.0}",0.0,57.9,ns_estimate_only,47,worn_robot,41.37,5010,3600.1,seen,0,,0.2011
64,"{'A': 0.0, 'B': 0.0, 'C': 0.0}",0,44.9,1.704,"{'A': 20, 'B': 32, 'C': 4}",56,667.2,52.5,10.447,"{'A': 0.0, 'B': 0.0, 'C': 0.0}",0.0,52.5,ns_estimate_only,55,worn_robot,50.78,5011,3600.7,seen,0,,0.1865
51,"{'A': 0.0, 'B': 0.0, 'C': 0.0}",2,44.92,1.438,"{'A': 19, 'B': 28, 'C': 4}",51,502.2,84.6,7.907,"{'A': 0.0, 'B': 0.0, 'C': 0.0}",0.0,84.3,ns_estimate_only,52,worn_robot,47.05,5012,3600.8,seen,0,,0.155
66,"{'A': 0.0, 'B': 0.0, 'C': 0.0}",0,44.9,1.608,"{'A': 20, 'B': 32, 'C': 5}",57,641.4,53.4,10.257,"{'A': 0.0, 'B': 0.0, 'C': 0.0}",0.0,53.4,ns_estimate_only,55,worn_robot,51.87,5013,3600.5,seen,0,,0.1799
66,"{'A': 0.0, 'B': 0.0, 'C': 0.0}",0,44.9,1.729,"{'A': 20, 'B': 30, 'C': 4}",54,643.4,53.7,10.189,"{'A': 0.0, 'B': 0.0, 'C': 0.0}",0.0,53.7,ns_estimate_only,52,worn_robot,48.91,5014,3600.7,seen,0,,0.1887
65,"{'A': 0.0, 'B': 0.0, 'C': 0.0}",0,44.9,1.678,"{'A': 19, 'B': 29, 'C': 3}",51,655.5,53.2,10.292,"{'A': 0.0, 'B': 0.0, 'C': 0.0}",0.0,53.2,ns_estimate_only,51,worn_robot,45.85,5015,3600.7,seen,0,,0.2018
62,"{'A': 0.0, 'B': 0.0, 'C': 0.0}",1,44.9,1.691,"{'A': 19, 'B': 31, 'C': 4}",54,621.0,60.4,9.756,"{'A': 0.0, 'B': 0.0, 'C': 0.0}",0.0,60.4,ns_estimate_only,53,worn_robot,49.12,5016,3600.4,seen,0,,0.1807
65,"{'A': 0.0, 'B': 0.0, 'C': 0.0}",0,44.9,1.551,"{'A': 19, 'B': 30, 'C': 5}",54,644.2,53.4,10.255,"{'A': 0.0, 'B': 0.0, 'C': 0.0}",0.0,53.4,ns_estimate_only,53,worn_robot,48.87,5017,3600.8,seen,0,,0.1899
64,"{'A': 0.0, 'B': 0.0, 'C': 0.0}",0,44.9,1.464,"{'A': 20, 'B': 30, 'C': 4}",54,655.5,53.1,10.316,"{'A': 0.0, 'B': 0.0, 'C': 0.0}",0.0,53.1,ns_estimate_only,54,worn_robot,48.84,5018,3600.7,seen,0,,0.191
60,"{'A': 0.0, 'B': 0.0, 'C': 0.0}",1,44.91,1.406,"{'A': 19, 'B': 30, 'C': 4}",53,606.1,64.2,9.496,"{'A': 0.0, 'B': 0.0, 'C': 0.0}",0.0,62.7,ns_estimate_only,53,worn_robot,48.25,5019,3600.1,seen,0,,0.1792
64,"{'A': 0.0, 'B': 0.0, 'C': 0.0}",0,44.9,1.589,"{'A': 20, 'B': 31, 'C': 3}",54,667.1,52.8,10.391,"{'A': 0.0, 'B': 0.0, 'C': 0.0}",0.0,52.8,ns_estimate_only,53,worn_robot,48.8,5020,3600.5,seen,0,,0.1924
66,"{'A': 0.0, 'B': 0.0, 'C': 0.0}",0,44.9,1.536,"{'A': 20, 'B': 30, 'C': 5}",55,643.5,53.5,10.237,"{'A': 0.0, 'B': 0.0, 'C': 0.0}",0.0,53.5,ns_estimate_only,54,worn_robot,49.88,5021,3600.0,seen,0,,0.1861
63,"{'A': 0.0, 'B': 0.0, 'C': 0.0}",1,44.9,1.697,"{'A': 20, 'B': 30, 'C': 5}",55,612.6,60.7,9.705,"{'A': 0.0, 'B': 0.0, 'C': 0.0}",0.0,60.7,ns_estimate_only,54,worn_robot,50.15,5022,3600.9,seen,0,,0.1764
65,"{'A': 0.0, 'B': 0.0, 'C': 0.0}",0,44.9,1.542,"{'A': 19, 'B': 31, 'C': 4}",54,651.2,53.2,10.289,"{'A': 0.0, 'B': 0.0, 'C': 0.0}",0.0,53.2,ns_estimate_only,54,worn_robot,48.86,5023,3600.7,seen,0,,0.1905
65,"{'A': 0.0, 'B': 0.0, 'C': 0.0}",0,44.9,1.608,"{'A': 20, 'B': 29, 'C': 4}",53,649.7,53.4,10.248,"{'A': 0.0, 'B': 0.0, 'C': 0.0}",0.0,53.4,ns_estimate_only,53,worn_robot,47.88,5024,3600.8,seen,0,,0.1934
65,"{'A': 0.0, 'B': 0.0, 'C': 0.0}",0,44.9,1.671,"{'A': 19, 'B': 30, 'C': 5}",54,644.7,53.5,10.233,"{'A': 0.0, 'B': 0.0, 'C': 0.0}",0.0,53.5,ns_estimate_only,53,worn_robot,48.88,5025,3600.1,seen,0,,0.1895
65,"{'A': 0.0, 'B': 0.0, 'C': 0.0}",0,44.9,1.41,"{'A': 21, 'B': 31, 'C': 5}",57,644.2,53.3,10.274,"{'A': 0.0, 'B': 0.0, 'C': 0.0}",0.0,53.3,ns_estimate_only,55,worn_robot,51.86,5026,3600.8,seen,0,,0.1802
59,"{'A': 0.0, 'B': 0.0, 'C': 0.0}",2,44.91,1.402,"{'A': 13, 'B': 32, 'C': 4}",49,575.1,69.7,9.015,"{'A': 0.0, 'B': 0.0, 'C': 0.0}",0.0,69.7,ns_estimate_only,47,worn_robot,44.49,5027,3600.7,seen,0,,0.184
65,"{'A': 0.0, 'B': 0.0, 'C': 0.0}",0,44.9,2.298,"{'A': 19, 'B': 31, 'C': 5}",55,650.1,52.9,10.352,"{'A': 0.0, 'B': 0.0, 'C': 0.0}",0.0,52.9,ns_estimate_only,55,worn_robot,49.82,5028,3600.9,seen,0,,0.1882
64,"{'A': 0.0, 'B': 0.0, 'C': 0.0}",1,44.9,1.628,"{'A': 13, 'B': 30, 'C': 5}",48,627.1,58.4,9.853,"{'A': 0.0, 'B': 0.0, 'C': 0.0}",0.0,58.4,ns_estimate_only,47,worn_robot,43.07,5029,3600.0,seen,0,,0.2053
59,"{'A': 0.0, 'B': 0.0, 'C': 0.0}",1,99.91,1.735,"{'A': 20, 'B': 29, 'C': 4}",53,585.2,35.1,8.715,"{'A': 0.0, 'B': 0.0, 'C': 0.0}",0.0,35.1,ns_neural_only,53,aged_battery,48.64,5000,3600.5,unseen,0,,0.1644
59,"{'A': 0.0, 'B': 0.0, 'C': 0.0}",1,99.91,1.738,"{'A': 19, 'B': 31, 'C': 5}",55,582.7,35.1,8.717,"{'A': 0.0, 'B': 0.0, 'C': 0.0}",0.0,35.1,ns_neural_only,54,aged_battery,50.64,5001,3600.1,unseen,0,,0.1585
59,"{'A': 0.0, 'B': 0.0, 'C': 0.0}",1,99.91,1.856,"{'A': 19, 'B': 30, 'C': 4}",53,580.0,35.4,8.686,"{'A': 0.0, 'B': 0.0, 'C': 0.0}",0.0,35.4,ns_neural_only,54,aged_battery,48.66,5002,3600.1,unseen,0,,0.1639
54,"{'A': 0.0, 'B': 0.0, 'C': 30.7}",4,99.92,1.992,"{'A': 20, 'B': 22, 'C': 5}",47,519.0,51.7,7.694,"{'A': 0.0, 'B': 0.0, 'C': 0.04}",0.04,51.7,ns_neural_only,46,aged_battery,43.11,5003,3600.8,unseen,0,,0.1637
58,"{'A': 0.0, 'B': 0.0, 'C': 0.0}",1,99.91,1.896,"{'A': 21, 'B': 30, 'C': 4}",55,600.6,33.2,8.893,"{'A': 0.0, 'B': 0.0, 'C': 0.0}",0.0,33.2,ns_neural_only,53,aged_battery,50.55,5004,3600.1,unseen,0,,0.1617
58,"{'A': 0.0, 'B': 0.0, 'C': 0.0}",1,99.91,1.775,"{'A': 19, 'B': 31, 'C': 4}",54,597.5,34.7,8.771,"{'A': 0.0, 'B': 0.0, 'C': 0.0}",0.0,34.7,ns_neural_only,52,aged_battery,49.61,5005,3600.1,unseen,0,,0.1624
59,"{'A': 0.0, 'B': 0.0, 'C': 0.0}",1,99.91,1.797,"{'A': 20, 'B': 29, 'C': 4}",53,571.9,36.0,8.61,"{'A': 0.0, 'B': 0.0, 'C': 0.0}",0.0,36.0,ns_neural_only,52,aged_battery,48.69,5006,3600.4,unseen,0,,0.1625
58,"{'A': 0.0, 'B': 0.0, 'C': 0.0}",1,99.91,1.73,"{'A': 19, 'B': 32, 'C': 4}",55,592.7,34.9,8.745,"{'A': 0.0, 'B': 0.0, 'C': 0.0}",0.0,34.9,ns_neural_only,53,aged_battery,50.63,5007,3600.7,unseen,0,,0.159
59,"{'A': 0.0, 'B': 0.0, 'C': 0.0}",1,99.91,2.07,"{'A': 19, 'B': 30, 'C': 4}",53,599.9,33.7,8.828,"{'A': 0.0, 'B': 0.0, 'C': 0.0}",0.0,33.7,ns_neural_only,53,aged_battery,48.59,5008,3600.1,unseen,0,,0.1666
59,"{'A': 0.0, 'B': 0.0, 'C': 0.0}",1,99.91,2.111,"{'A': 20, 'B': 31, 'C': 4}",55,598.7,33.6,8.844,"{'A': 0.0, 'B': 0.0, 'C': 0.0}",0.0,33.6,ns_neural_only,54,aged_battery,50.58,5009,3600.1,unseen,0,,0.1608
51,"{'A': 0.0, 'B': 0.0, 'C': 0.0}",2,99.93,1.855,"{'A': 13, 'B': 31, 'C': 5}",49,499.2,56.7,7.397,"{'A': 0.0, 'B': 0.0, 'C': 0.0}",0.0,56.7,ns_neural_only,48,aged_battery,45.3,5010,3600.0,unseen,0,,0.151
58,"{'A': 0.0, 'B': 0.0, 'C': 0.0}",1,99.91,1.771,"{'A': 18, 'B': 32, 'C': 4}",54,588.0,35.1,8.723,"{'A': 0.0, 'B': 0.0, 'C': 0.0}",0.0,35.1,ns_neural_only,52,aged_battery,49.64,5011,3600.7,unseen,0,,0.1615
59,"{'A': 0.0, 'B': 0.0, 'C': 0.0}",1,99.91,1.869,"{'A': 20, 'B': 33, 'C': 4}",57,591.7,34.4,8.808,"{'A': 0.0, 'B': 0.0, 'C': 0.0}",0.0,34.4,ns_neural_only,55,aged_battery,52.6,5012,3600.1,unseen,0,,0.1545
58,"{'A': 0.0, 'B': 0.0, 'C': 0.0}",1,99.91,1.74,"{'A': 19, 'B': 30, 'C': 4}",53,596.9,34.2,8.833,"{'A': 0.0, 'B': 0.0, 'C': 0.0}",0.0,34.2,ns_neural_only,54,aged_battery,48.58,5013,3600.5,unseen,0,,0.1667
59,"{'A': 0.0, 'B': 0.0, 'C': 0.0}",1,99.91,1.981,"{'A': 20, 'B': 31, 'C': 4}",55,582.1,35.5,8.675,"{'A': 0.0, 'B': 0.0, 'C': 0.0}",0.0,35.5,ns_neural_only,55,aged_battery,50.66,5014,3600.7,unseen,0,,0.1577
59,"{'A': 0.0, 'B': 0.0, 'C': 0.0}",1,99.91,1.889,"{'A': 20, 'B': 28, 'C': 2}",50,592.0,35.3,8.691,"{'A': 0.0, 'B': 0.0, 'C': 0.0}",0.0,35.3,ns_neural_only,50,aged_battery,45.65,5015,3600.8,unseen,0,,0.1738
59,"{'A': 0.0, 'B': 0.0, 'C': 0.0}",1,99.91,1.888,"{'A': 20, 'B': 30, 'C': 5}",55,590.3,34.6,8.778,"{'A': 0.0, 'B': 0.0, 'C': 0.0}",0.0,34.6,ns_neural_only,54,aged_battery,50.61,5016,3600.5,unseen,0,,0.1596
59,"{'A': 0.0, 'B': 0.0, 'C': 0.0}",1,99.91,2.083,"{'A': 19, 'B': 31, 'C': 5}",55,583.5,34.9,8.74,"{'A': 0.0, 'B': 0.0, 'C': 0.0}",0.0,34.9,ns_neural_only,55,aged_battery,50.63,5017,3600.3,unseen,0,,0.1589
59,"{'A': 0.0, 'B': 0.0, 'C': 0.0}",1,99.91,1.702,"{'A': 20, 'B': 30, 'C': 4}",54,589.9,35.0,8.734,"{'A': 0.0, 'B': 0.0, 'C': 0.0}",0.0,35.0,ns_neural_only,52,aged_battery,49.63,5018,3600.6,unseen,0,,0.1617
58,"{'A': 0.0, 'B': 0.0, 'C': 0.0}",1,99.91,1.879,"{'A': 20, 'B': 32, 'C': 4}",56,601.1,33.4,8.873,"{'A': 0.0, 'B': 0.0, 'C': 0.0}",0.0,33.4,ns_neural_only,55,aged_battery,51.56,5019,3600.4,unseen,0,,0.1585
48,"{'A': 0.0, 'B': 0.0, 'C': 4.0}",5,99.93,1.878,"{'A': 18, 'B': 31, 'C': 4}",53,469.4,66.0,6.845,"{'A': 0.0, 'B': 0.0, 'C': 0.01}",0.01,66.0,ns_neural_only,52,aged_battery,49.57,5020,3600.6,unseen,0,,0.1292
58,"{'A': 0.0, 'B': 0.0, 'C': 0.0}",2,99.92,2.51,"{'A': 21, 'B': 31, 'C': 5}",57,560.1,40.0,8.414,"{'A': 0.0, 'B': 0.0, 'C': 0.0}",0.0,40.0,ns_neural_only,55,aged_battery,52.79,5021,3600.1,unseen,0,,0.1476
59,"{'A': 0.0, 'B': 0.0, 'C': 0.0}",1,99.91,2.158,"{'A': 20, 'B': 32, 'C': 4}",56,599.9,33.7,8.834,"{'A': 0.0, 'B': 0.0, 'C': 0.0}",0.0,33.7,ns_neural_only,55,aged_battery,51.58,5022,3600.3,unseen,0,,0.1577
59,"{'A': 0.0, 'B': 0.0, 'C': 0.0}",1,99.91,1.98,"{'A': 19, 'B': 31, 'C': 4}",54,591.7,34.8,8.761,"{'A': 0.0, 'B': 0.0, 'C': 0.0}",0.0,34.8,ns_neural_only,53,aged_battery,49.62,5023,3600.3,unseen,0,,0.1622
58,"{'A': 0.0, 'B': 0.0, 'C': 0.0}",2,99.91,2.134,"{'A': 19, 'B': 30, 'C': 4}",53,583.9,38.1,8.565,"{'A': 0.0, 'B': 0.0, 'C': 0.0}",0.0,38.1,ns_neural_only,52,aged_battery,48.72,5024,3600.3,unseen,0,,0.1616
59,"{'A': 0.0, 'B': 0.0, 'C': 0.0}",1,99.91,1.94,"{'A': 19, 'B': 31, 'C': 5}",55,591.8,34.5,8.791,"{'A': 0.0, 'B': 0.0, 'C': 0.0}",0.0,34.5,ns_neural_only,54,aged_battery,50.6,5025,3600.5,unseen,0,,0.1598
59,"{'A': 0.0, 'B': 0.0, 'C': 0.0}",1,99.91,1.781,"{'A': 20, 'B': 28, 'C': 5}",53,572.7,35.6,8.665,"{'A': 0.0, 'B': 0.0, 'C': 0.0}",0.0,35.6,ns_neural_only,53,aged_battery,48.67,5026,3600.5,unseen,0,,0.1635
42,"{'A': 0.0, 'B': 0.0, 'C': 31.6}",4,99.94,2.086,"{'A': 14, 'B': 31, 'C': 5}",50,425.8,78.0,6.129,"{'A': 0.0, 'B': 0.0, 'C': 0.04}",0.04,78.0,ns_neural_only,48,aged_battery,46.89,5027,3600.8,unseen,0,,0.1226
59,"{'A': 0.0, 'B': 0.0, 'C': 0.0}",1,99.91,1.899,"{'A': 21, 'B': 30, 'C': 4}",55,590.6,34.7,8.771,"{'A': 0.0, 'B': 0.0, 'C': 0.0}",0.0,34.7,ns_neural_only,54,aged_battery,50.61,5028,3600.4,unseen,0,,0.1595
49,"{'A': 0.0, 'B': 0.0, 'C': 0.0}",2,99.93,1.901,"{'A': 14, 'B': 30, 'C': 5}",49,483.1,59.5,7.238,"{'A': 0.0, 'B': 0.0, 'C': 0.0}",0.0,57.9,ns_neural_only,49,aged_battery,45.38,5029,3600.7,unseen,0,,0.1477
62,"{'A': 0.0, 'B': 0.0, 'C': 0.0}",1,99.91,1.579,"{'A': 20, 'B': 29, 'C': 4}",53,625.0,62.2,9.256,"{'A': 0.0, 'B': 0.0, 'C': 0.0}",0.0,62.2,ns_neural_only,53,balanced,48.37,5000,3600.7,seen,0,,0.1746
59,"{'A': 0.0, 'B': 0.0, 'C': 0.0}",2,99.91,1.481,"{'A': 19, 'B': 30, 'C': 4}",53,590.5,68.8,8.761,"{'A': 0.0, 'B': 0.0, 'C': 0.0}",0.0,68.8,ns_neural_only,52,balanced,48.62,5001,3600.1,seen,0,,0.1653
63,"{'A': 0.0, 'B': 0.0, 'C': 0.0}",1,99.91,1.563,"{'A': 20, 'B': 30, 'C': 5}",55,621.4,62.3,9.221,"{'A': 0.0, 'B': 0.0, 'C': 0.0}",0.0,62.3,ns_neural_only,54,balanced,50.39,5002,3600.3,seen,0,,0.1677
54,"{'A': 0.0, 'B': 0.0, 'C': 0.0}",8,99.93,1.543,"{'A': 19, 'B': 23, 'C': 4}",46,500.5,89.1,7.168,"{'A': 0.0, 'B': 0.0, 'C': 0.0}",0.0,89.1,ns_neural_only,44,balanced,42.42,5003,3600.4,seen,0,,0.1558
63,"{'A': 0.0, 'B': 0.0, 'C': 0.0}",0,99.9,1.539,"{'A': 19, 'B': 30, 'C': 4}",53,669.1,55.2,9.849,"{'A': 0.0, 'B': 0.0, 'C': 0.0}",0.0,55.2,ns_neural_only,53,balanced,48.08,5004,3600.7,seen,0,,0.1858
62,"{'A': 0.0, 'B': 0.0, 'C': 0.0}",1,99.91,1.571,"{'A': 21, 'B': 32, 'C': 4}",57,632.8,62.0,9.305,"{'A': 0.0, 'B': 0.0, 'C': 0.0}",0.0,62.0,ns_neural_only,55,balanced,52.35,5005,3600.6,seen,0,,0.1632
62,"{'A': 0.0, 'B': 0.0, 'C': 0.0}",1,99.91,1.698,"{'A': 21, 'B': 30, 'C': 5}",56,628.8,61.9,9.318,"{'A': 0.0, 'B': 0.0, 'C': 0.0}",0.0,61.9,ns_neural_only,57,balanced,51.34,5006,3600.2,seen,0,,0.1664
61,"{'A': 0.0, 'B': 0.0, 'C': 0.0}",1,99.91,1.496,"{'A': 20, 'B': 30, 'C': 4}",54,634.8,61.8,9.347,"{'A': 0.0, 'B': 0.0, 'C': 0.0}",0.0,61.8,ns_neural_only,53,balanced,49.33,5007,3600.6,seen,0,,0.1731
46,"{'A': 0.0, 'B': 0.0, 'C': 0.0}",5,99.93,1.873,"{'A': 21, 'B': 30, 'C': 4}",55,509.3,92.6,7.251,"{'A': 0.0, 'B': 0.0, 'C': 0.0}",0.0,90.8,ns_neural_only,53,balanced,51.37,5008,3600.9,seen,0,,0.1318
54,"{'A': 0.0, 'B': 0.0, 'C': 53.0}",3,99.92,1.532,"{'A': 21, 'B': 30, 'C': 4}",55,562.4,78.3,8.171,"{'A': 0.0, 'B': 0.0, 'C': 0.07}",0.07,78.3,ns_neural_only,55,balanced,50.84,5009,3600.0,seen,0,,0.1486
62,"{'A': 0.0, 'B': 0.0, 'C': 0.0}",1,99.91,1.357,"{'A': 14, 'B': 29, 'C': 5}",48,610.8,63.5,9.11,"{'A': 0.0, 'B': 0.0, 'C': 0.0}",0.0,58.6,ns_neural_only,47,balanced,43.45,5010,3600.1,seen,0,,0.1898
62,"{'A': 0.0, 'B': 0.0, 'C': 0.0}",1,99.91,1.448,"{'A': 19, 'B': 29, 'C': 5}",53,629.9,62.0,9.289,"{'A': 0.0, 'B': 0.0, 'C': 0.0}",0.0,62.0,ns_neural_only,53,balanced,48.36,5011,3600.2,seen,0,,0.1753
62,"{'A': 0.0, 'B': 0.0, 'C': 0.0}",2,99.91,1.716,"{'A': 20, 'B': 29, 'C': 5}",54,633.2,61.7,9.365,"{'A': 0.0, 'B': 0.0, 'C': 0.0}",0.0,61.7,ns_neural_only,53,balanced,49.32,5012,3600.5,seen,0,,0.1734
49,"{'A': 0.0, 'B': 0.0, 'C': 0.0}",6,99.93,1.636,"{'A': 21, 'B': 31, 'C': 4}",56,500.7,92.4,7.234,"{'A': 0.0, 'B': 0.0, 'C': 0.0}",0.0,92.4,ns_neural_only,53,balanced,52.38,5013,3600.8,seen,0,,0.1292
60,"{'A': 0.0, 'B': 0.0, 'C': 0.0}",2,99.91,1.77,"{'A': 21, 'B': 30, 'C': 4}",55,598.0,68.5,8.802,"{'A': 0.0, 'B': 0.0, 'C': 0.0}",0.0,68.5,ns_neural_only,54,balanced,50.6,5014,3600.4,seen,0,,0.16
62,"{'A': 0.0, 'B': 0.0, 'C': 0.0}",1,99.91,1.701,"{'A': 20, 'B': 29, 'C': 2}",51,633.0,62.1,9.269,"{'A': 0.0, 'B': 0.0, 'C': 0.0}",0.0,62.1,ns_neural_only,49,balanced,46.37,5015,3600.0,seen,0,,0.1818
62,"{'A': 0.0, 'B': 0.0, 'C': 0.0}",1,99.91,1.523,"{'A': 21, 'B': 30, 'C': 5}",56,623.4,61.9,9.308,"{'A': 0.0, 'B': 0.0, 'C': 0.0}",0.0,61.9,ns_neural_only,55,balanced,51.35,5016,3600.5,seen,0,,0.1662
62,"{'A': 0.0, 'B': 0.0, 'C': 0.0}",1,99.91,1.492,"{'A': 19, 'B': 31, 'C': 5}",55,609.9,62.3,9.218,"{'A': 0.0, 'B': 0.0, 'C': 0.0}",0.0,62.3,ns_neural_only,53,balanced,50.39,5017,3600.9,seen,0,,0.1676
62,"{'A': 0.0, 'B': 0.0, 'C': 0.0}",1,99.91,1.496,"{'A': 21, 'B': 29, 'C': 4}",54,628.5,62.0,9.304,"{'A': 0.0, 'B': 0.0, 'C': 0.0}",0.0,62.0,ns_neural_only,53,balanced,49.35,5018,3600.5,seen,0,,0.1723
58,"{'A': 0.0, 'B': 0.0, 'C': 0.0}",2,99.91,1.482,"{'A': 20, 'B': 29, 'C': 4}",53,601.6,70.0,8.752,"{'A': 0.0, 'B': 0.0, 'C': 0.0}",0.0,70.0,ns_neural_only,51,balanced,48.62,5019,3600.6,seen,0,,0.1651
51,"{'A': 0.0, 'B': 0.0, 'C': 0.0}",7,99.93,2.5,"{'A': 19, 'B': 31, 'C': 4}",54,513.3,90.4,7.309,"{'A': 0.0, 'B': 0.0, 'C': 0.0}",0.0,90.4,ns_neural_only,52,balanced,50.35,5020,3600.2,seen,0,,0.1353
54,"{'A': 0.0, 'B': 0.0, 'C': 42.4}",2,99.92,1.781,"{'A': 19, 'B': 30, 'C': 4}",53,569.0,76.5,8.272,"{'A': 0.0, 'B': 0.0, 'C': 0.06}",0.06,76.5,ns_neural_only,52,balanced,48.81,5021,3600.1,seen,0,,0.1561
62,"{'A': 0.0, 'B': 0.0, 'C': 0.0}",1,99.91,1.764,"{'A': 20, 'B': 32, 'C': 4}",56,611.3,64.3,9.074,"{'A': 0.0, 'B': 0.0, 'C': 0.0}",0.0,64.3,ns_neural_only,55,balanced,51.46,5022,3600.4,seen,0,,0.162
62,"{'A': 0.0, 'B': 0.0, 'C': 0.0}",1,99.91,1.881,"{'A': 20, 'B': 32, 'C': 4}",56,631.0,62.1,9.275,"{'A': 0.0, 'B': 0.0, 'C': 0.0}",0.0,62.1,ns_neural_only,54,balanced,51.36,5023,3600.0,seen,0,,0.1656
55,"{'A': 0.0, 'B': 0.0, 'C': 0.0}",4,99.92,1.832,"{'A': 22, 'B': 30, 'C': 4}",56,564.9,78.3,8.203,"{'A': 0.0, 'B': 0.0, 'C': 0.0}",0.0,78.3,ns_neural_only,54,balanced,51.9,5024,3600.5,seen,0,,0.1465
61,"{'A': 0.0, 'B': 0.0, 'C': 0.0}",1,99.91,1.493,"{'A': 20, 'B': 30, 'C': 5}",55,622.3,62.0,9.293,"{'A': 0.0, 'B': 0.0, 'C': 0.0}",0.0,62.0,ns_neural_only,53,balanced,50.35,5025,3600.6,seen,0,,0.169
61,"{'A': 0.0, 'B': 0.0, 'C': 0.0}",2,99.91,1.618,"{'A': 21, 'B': 29, 'C': 5}",55,589.8,65.1,8.982,"{'A': 0.0, 'B': 0.0, 'C': 0.0}",0.0,65.1,ns_neural_only,55,balanced,50.51,5026,3600.2,seen,0,,0.1633
57,"{'A': 0.0, 'B': 0.0, 'C': 0.0}",6,99.92,1.776,"{'A': 13, 'B': 32, 'C': 4}",49,586.1,76.4,8.334,"{'A': 0.0, 'B': 0.0, 'C': 0.0}",0.0,76.4,ns_neural_only,48,balanced,44.83,5027,3600.8,seen,0,,0.1701
62,"{'A': 0.0, 'B': 0.0, 'C': 0.0}",1,99.91,2.066,"{'A': 21, 'B': 29, 'C': 5}",55,620.9,62.0,9.293,"{'A': 0.0, 'B': 0.0, 'C': 0.0}",0.0,62.0,ns_neural_only,54,balanced,50.35,5028,3600.2,seen,0,,0.169
62,"{'A': 0.0, 'B': 0.0, 'C': 0.0}",1,99.91,1.661,"{'A': 21, 'B': 29, 'C': 4}",54,633.0,61.8,9.329,"{'A': 0.0, 'B': 0.0, 'C': 0.0}",0.0,61.8,ns_neural_only,54,balanced,49.34,5029,3600.1,seen,0,,0.1728
49,"{'A': 0.0, 'B': 0.0, 'C': 0.0}",8,99.93,1.344,"{'A': 13, 'B': 28, 'C': 3}",44,501.6,93.8,7.068,"{'A': 0.0, 'B': 0.0, 'C': 0.0}",0.0,92.4,ns_neural_only,42,fault_burst,40.47,5000,3600.3,seen,0,,0.1606
55,"{'A': 0.0, 'B': 0.0, 'C': 0.0}",10,99.95,1.15,"{'A': 12, 'B': 11, 'C': 1}",24,346.7,100.0,4.759,"{'A': 0.0, 'B': 0.0, 'C': 0.0}",0.0,95.5,ns_neural_only,23,fault_burst,21.62,5001,3600.9,seen,0,,0.1983
55,"{'A': 0.0, 'B': 0.0, 'C': 0.0}",8,99.94,1.416,"{'A': 13, 'B': 12, 'C': 3}",28,412.2,92.6,5.911,"{'A': 0.0, 'B': 0.0, 'C': 0.0}",0.0,92.6,ns_neural_only,26,fault_burst,25.04,5002,3601.0,seen,0,,0.2111
52,"{'A': 0.0, 'B': 0.0, 'C': 85.0}",6,99.93,1.565,"{'A': 15, 'B': 22, 'C': 4}",41,464.4,92.3,6.626,"{'A': 0.0, 'B': 0.0, 'C': 0.09}",0.09,92.3,ns_neural_only,40,fault_burst,37.59,5003,3600.7,seen,0,,0.1616
52,"{'A': 0.0, 'B': 0.0, 'C': 0.0}",12,99.94,1.48,"{'A': 17, 'B': 12, 'C': 3}",32,471.1,98.9,6.496,"{'A': 0.0, 'B': 0.0, 'C': 0.0}",0.0,96.8,ns_neural_only,29,fault_burst,28.75,5004,3600.8,seen,0,,0.203
